연료원,발전기명,설비용량,시작일,시작시간,종료일,종료시간,광역지역,세부지역
LNG,부산ST#1,150.0,2025-11-09,0:00,2025-11-14,0:00,부산,부산광역시 사하구(부산광역시)
LNG,부산ST#2,150.0,2025-03-31,0:00,2025-07-05,0:00,부산,부산광역시 사하구(부산광역시)
LNG,부산ST#2,150.0,2025-08-09,0:00,2025-08-14,0:00,부산,부산광역시 사하구(부산광역시)
LNG,부산ST#2,150.0,2025-09-17,0:00,2025-09-27,0:00,부산,부산광역시 사하구(부산광역시)
LNG,부산ST#2,150.0,2025-11-23,0:00,2025-11-26,0:00,부산,부산광역시 사하구(부산광역시)
LNG,부산ST#3,150.0,2025-02-23,0:00,2025-02-24,0:00,부산,부산광역시 사하구(부산광역시)
LNG,부산ST#3,150.0,2025-03-17,0:00,2025-03-20,0:00,부산,부산광역시 사하구(부산광역시)
LNG,부산ST#3,150.0,2025-04-27,0:00,2025-05-03,0:00,부산,부산광역시 사하구(부산광역시)
LNG,부산ST#3,150.0,2025-06-06,0:00,2025-06-11,0:00,부산,부산광역시 사하구(부산광역시)
LNG,부산ST#3,150.0,2025-08-30,0:00,2025-09-01,0:00,부산,부산광역시 사하구(부산광역시)
LNG,부산ST#3,150.0,2025-10-12,0:00,2025-10-17,0:00,부산,부산광역시 사하구(부산광역시)
LNG,부산ST#3,150.0,2025-11-19,0:00,2025-11-23,0:00,부산,부산광역시 사하구(부산광역시)
LNG,부산ST#4,150.0,2025-02-22,0:00,2025-03-10,0:00,부산,부산광역시 사하구(부산광역시)
LNG,부산ST#4,150.0,2025-05-11,0:00,2025-05-14,0:00,부산,부산광역시 사하구(부산광역시)
LNG,부산ST#4,150.0,2025-06-21,0:00,2025-06-24,0:00,부산,부산광역시 사하구(부산광역시)
LNG,부산ST#4,150.0,2025-07-19,6:00,2025-07-19,15:00,부산,부산광역시 사하구(부산광역시)
LNG,부산ST#4,150.0,2025-09-28,0:00,2025-10-03,0:00,부산,부산광역시 사하구(부산광역시)
LNG,부산ST#4,150.0,2025-11-16,0:00,2025-11-19,0:00,부산,부산광역시 사하구(부산광역시)
LNG,부산ST#4,150.0,2025-12-04,0:00,2025-12-06,0:00,부산,부산광역시 사하구(부산광역시)
LNG,부산정관GT#1,26.7,2025-05-12,9:00,2025-05-16,12:00,부산,부산광역시 기장군
LNG,부산정관GT#1,26.7,2025-07-08,9:00,2025-07-08,15:00,부산,부산광역시 기장군
LNG,부산정관GT#1,26.7,2025-11-15,9:00,2025-11-15,15:00,부산,부산광역시 기장군
LNG,부산정관ST#1,19.2,2025-05-12,9:00,2025-05-16,12:00,부산,부산광역시 기장군
LNG,부산정관ST#1,19.2,2025-07-08,9:00,2025-07-08,15:00,부산,부산광역시 기장군
LNG,부산정관ST#1,19.2,2025-11-15,9:00,2025-11-15,15:00,부산,부산광역시 기장군
LNG,부천GT#1,100.0,2025-03-04,13:00,2025-03-04,18:00,경기,경기도 부천시
LNG,부천GT#1,100.0,2025-03-31,0:00,2025-04-26,0:00,경기,경기도 부천시
LNG,부천GT#1,100.0,2025-09-18,10:00,2025-10-02,10:00,경기,경기도 부천시
LNG,부천GT#2,100.0,2025-03-04,13:00,2025-03-04,18:00,경기,경기도 부천시
LNG,부천GT#2,100.0,2025-06-28,8:00,2025-06-29,0:00,경기,경기도 부천시
LNG,부천GT#2,100.0,2025-09-18,10:00,2025-10-02,10:00,경기,경기도 부천시
LNG,부천GT#3,100.0,2025-03-04,13:00,2025-03-04,18:00,경기,경기도 부천시
LNG,부천GT#3,100.0,2025-03-23,9:00,2025-03-23,16:59,경기,경기도 부천시
LNG,부천GT#3,100.0,2025-09-13,0:00,2025-10-09,0:00,경기,경기도 부천시
LNG,부천ST#1,150.0,2025-03-04,13:00,2025-03-04,18:00,경기,경기도 부천시
LNG,부천ST#1,150.0,2025-09-18,10:00,2025-10-02,10:00,경기,경기도 부천시
Coal,북평#1,595.0,2025-04-11,0:00,2025-06-19,0:00,강원,강원도 동해시
Coal,북평#2,595.0,2025-11-15,0:00,2025-11-26,0:00,강원,강원도 동해시
LNG,분당GT#1,77.8,2025-09-16,0:00,2025-09-24,0:00,경기,경기도 성남시
LNG,분당GT#1,77.8,2025-11-29,0:00,2025-12-01,0:00,경기,경기도 성남시
LNG,분당GT#3,77.8,2025-03-03,0:00,2025-03-12,0:00,경기,경기도 성남시
LNG,분당GT#3,77.8,2025-07-18,0:00,2025-07-20,0:00,경기,경기도 성남시
LNG,분당GT#3,77.8,2025-10-10,0:00,2025-11-29,0:00,경기,경기도 성남시
LNG,분당GT#4,77.8,2025-06-04,0:00,2025-06-13,0:00,경기,경기도 성남시
LNG,분당GT#4,77.8,2025-11-24,0:00,2025-11-29,0:00,경기,경기도 성남시
LNG,분당GT#5,77.8,2025-09-03,0:00,2025-10-01,0:00,경기,경기도 성남시
LNG,분당GT#6,77.8,2025-04-10,0:00,2025-06-06,0:00,경기,경기도 성남시
LNG,분당GT#7,77.8,2025-06-27,0:00,2025-06-30,0:00,경기,경기도 성남시
LNG,분당GT#7,77.8,2025-10-14,0:00,2025-10-22,0:00,경기,경기도 성남시
LNG,분당GT#7,77.8,2025-12-19,0:00,2025-12-21,0:00,경기,경기도 성남시
LNG,분당GT#8,77.8,2025-10-22,0:00,2025-10-31,0:00,경기,경기도 성남시
LNG,분당ST#1,185.0,2025-03-14,0:00,2025-03-17,0:00,경기,경기도 성남시
LNG,분당ST#1,185.0,2025-04-21,0:00,2025-05-01,0:00,경기,경기도 성남시
LNG,분당ST#2,115.0,2025-03-04,0:00,2025-03-26,0:00,경기,경기도 성남시
LNG,분당ST#2,115.0,2025-06-27,0:00,2025-06-30,0:00,경기,경기도 성남시
양수,산청#1,350.0,2025-04-02,16:00,2025-04-02,18:00,경남,경상남도 산청군
양수,산청#1,350.0,2025-04-28,9:00,2025-04-30,18:00,경남,경상남도 산청군
양수,산청#1,350.0,2025-06-11,9:00,2025-06-12,0:00,경남,경상남도 산청군
양수,산청#1,350.0,2025-06-21,9:00,2025-06-21,18:00,경남,경상남도 산청군
양수,산청#1,350.0,2025-08-30,9:00,2025-08-30,18:00,경남,경상남도 산청군
양수,산청#1,350.0,2025-09-04,9:00,2025-09-04,11:00,경남,경상남도 산청군
양수,산청#1,350.0,2025-12-22,0:00,2026-02-14,0:00,경남,경상남도 산청군
양수,산청#2,350.0,2024-12-16,0:00,2025-01-21,0:00,경남,경상남도 산청군
양수,산청#2,350.0,2025-02-05,9:00,2025-02-05,18:00,경남,경상남도 산청군
양수,산청#2,350.0,2025-02-16,0:00,2025-02-17,0:00,경남,경상남도 산청군
양수,산청#2,350.0,2025-04-02,16:00,2025-04-02,18:00,경남,경상남도 산청군
양수,산청#2,350.0,2025-05-27,9:00,2025-05-29,18:00,경남,경상남도 산청군
양수,산청#2,350.0,2025-09-04,9:00,2025-09-04,11:00,경남,경상남도 산청군
양수,산청#2,350.0,2025-10-13,9:00,2025-10-13,18:00,경남,경상남도 산청군
양수,산청#2,350.0,2025-12-22,0:00,2026-02-14,0:00,경남,경상남도 산청군
양수,삼랑진#1,300.0,2025-01-22,10:00,2025-01-22,11:00,경남,경상남도 밀양시
양수,삼랑진#1,300.0,2025-01-24,10:00,2025-01-24,11:00,경남,경상남도 밀양시
양수,삼랑진#1,300.0,2025-02-11,9:00,2025-02-11,10:00,경남,경상남도 밀양시
양수,삼랑진#1,300.0,2025-02-13,14:00,2025-02-13,15:00,경남,경상남도 밀양시
양수,삼랑진#1,300.0,2025-03-18,14:00,2025-03-18,16:00,경남,경상남도 밀양시
양수,삼랑진#1,300.0,2025-03-25,16:00,2025-03-25,20:00,경남,경상남도 밀양시
양수,삼랑진#1,300.0,2025-05-12,7:00,2025-05-12,10:00,경남,경상남도 밀양시
양수,삼랑진#1,300.0,2025-06-23,9:00,2025-07-04,18:00,경남,경상남도 밀양시
양수,삼랑진#1,300.0,2025-11-04,14:00,2025-11-04,16:00,경남,경상남도 밀양시
양수,삼랑진#2,300.0,2025-02-11,10:00,2025-02-11,11:00,경남,경상남도 밀양시
양수,삼랑진#2,300.0,2025-02-13,15:00,2025-02-13,16:00,경남,경상남도 밀양시
양수,삼랑진#2,300.0,2025-02-19,9:00,2025-02-19,18:00,경남,경상남도 밀양시
양수,삼랑진#2,300.0,2025-03-18,14:00,2025-03-18,16:00,경남,경상남도 밀양시
양수,삼랑진#2,300.0,2025-03-25,16:00,2025-03-25,20:00,경남,경상남도 밀양시
양수,삼랑진#2,300.0,2025-05-12,7:00,2025-10-02,18:00,경남,경상남도 밀양시
양수,삼랑진#2,300.0,2025-10-30,9:00,2025-10-30,18:00,경남,경상남도 밀양시
양수,삼랑진#2,300.0,2025-11-04,14:00,2025-11-04,16:00,경남,경상남도 밀양시
Coal,삼척그린#1,1022.0,2025-05-09,5:00,2025-05-11,12:00,,
Coal,삼척그린#1,1022.0,2025-10-11,0:00,2025-11-28,0:00,,
Coal,삼척그린#1,1022.0,2025-12-01,0:00,2025-12-03,0:00,,
Coal,삼척그린#1,1022.0,2025-12-17,0:00,2025-12-20,0:00,,
Coal,삼척그린#2,1022.0,2025-03-26,0:00,2025-06-14,0:00,,
Coal,삼척그린#2,1022.0,2025-10-23,0:00,2025-10-28,0:00,,
Coal,삼척그린#2,1022.0,2025-11-20,0:00,2025-11-23,0:00,,
Coal,삼천포#3,560.0,2025-02-11,0:00,2025-02-13,11:00,경남,경상남도 고성군
Coal,삼천포#3,560.0,2025-02-24,0:00,2025-05-16,0:00,경남,경상남도 고성군
Coal,삼천포#4,560.0,2025-02-24,0:00,2025-03-10,0:00,경남,경상남도 고성군
Coal,삼천포#4,560.0,2025-03-15,0:00,2025-03-17,0:00,경남,경상남도 고성군
Coal,삼천포#4,560.0,2025-03-22,0:00,2025-03-24,0:00,경남,경상남도 고성군
Coal,삼천포#4,560.0,2025-03-29,0:00,2025-03-31,0:00,경남,경상남도 고성군
Coal,삼천포#4,560.0,2025-09-05,0:00,2025-09-07,0:00,경남,경상남도 고성군
Coal,삼천포#5,500.0,2025-02-08,0:00,2025-02-10,0:00,경남,경상남도 고성군
Coal,삼천포#5,500.0,2025-03-08,0:00,2025-03-10,0:00,경남,경상남도 고성군
Coal,삼천포#5,500.0,2025-03-15,0:00,2025-03-17,0:00,경남,경상남도 고성군
Coal,삼천포#5,500.0,2025-03-22,0:00,2025-03-24,0:00,경남,경상남도 고성군
Coal,삼천포#5,500.0,2025-04-29,0:00,2025-06-06,0:00,경남,경상남도 고성군
Coal,삼천포#5,500.0,2025-08-09,0:00,2025-08-14,0:00,경남,경상남도 고성군
Coal,삼천포#5,500.0,2025-10-29,0:00,2025-11-03,0:00,경남,경상남도 고성군
Coal,삼천포#6,500.0,2025-03-08,0:00,2025-03-10,0:00,경남,경상남도 고성군
Coal,삼천포#6,500.0,2025-10-27,0:00,2025-11-29,0:00,경남,경상남도 고성군
Nuclear,새울#1,1400.0,2024-12-19,10:00,2025-03-09,23:59,울산,울산광역시 울주군
Nuclear,새울#2,1400.0,2025-09-21,0:00,2025-12-01,23:59,울산,울산광역시 울주군
LNG,서울GT#1,241.3,2025-01-18,0:00,2025-01-20,6:00,서울,서울특별시 마포구
LNG,서울GT#1,241.3,2025-01-25,0:00,2025-02-03,0:00,서울,서울특별시 마포구
LNG,서울GT#1,241.3,2025-04-05,0:00,2025-04-07,0:00,서울,서울특별시 마포구
LNG,서울GT#1,241.3,2025-04-18,0:00,2025-04-21,0:00,서울,서울특별시 마포구
LNG,서울GT#1,241.3,2025-04-27,0:00,2025-04-28,0:00,서울,서울특별시 마포구
LNG,서울GT#1,241.3,2025-05-31,0:00,2025-06-02,0:00,서울,서울특별시 마포구
LNG,서울GT#1,241.3,2025-07-04,0:00,2025-07-07,0:00,서울,서울특별시 마포구
LNG,서울GT#1,241.3,2025-08-02,0:00,2025-08-03,0:00,서울,서울특별시 마포구
LNG,서울GT#1,241.3,2025-09-26,0:00,2025-09-30,0:00,서울,서울특별시 마포구
LNG,서울GT#1,241.3,2025-10-18,6:00,2025-10-19,0:00,서울,서울특별시 마포구
LNG,서울GT#1,241.3,2025-11-22,0:00,2025-11-24,0:00,서울,서울특별시 마포구
LNG,서울GT#1,241.3,2025-12-06,0:00,2025-12-09,0:00,서울,서울특별시 마포구
LNG,서울GT#2,241.3,2025-01-11,12:00,2025-01-13,6:00,서울,서울특별시 마포구
LNG,서울GT#2,241.3,2025-03-03,0:00,2025-07-08,0:00,서울,서울특별시 마포구
LNG,서울GT#2,241.3,2025-08-09,0:00,2025-08-11,0:00,서울,서울특별시 마포구
LNG,서울GT#2,241.3,2025-09-20,0:00,2025-09-21,0:00,서울,서울특별시 마포구
LNG,서울GT#2,241.3,2025-09-27,0:00,2025-09-29,0:00,서울,서울특별시 마포구
LNG,서울GT#2,241.3,2025-11-22,0:00,2025-11-24,0:00,서울,서울특별시 마포구
LNG,서울GT#2,241.3,2025-11-29,0:00,2025-12-02,0:00,서울,서울특별시 마포구
LNG,서울ST#1,127.9,2025-01-18,0:00,2025-01-20,6:00,서울,서울특별시 마포구
LNG,서울ST#1,127.9,2025-01-25,0:00,2025-02-03,0:00,서울,서울특별시 마포구
LNG,서울ST#1,127.9,2025-04-05,0:00,2025-04-07,0:00,서울,서울특별시 마포구
LNG,서울ST#1,127.9,2025-04-18,0:00,2025-04-21,0:00,서울,서울특별시 마포구
LNG,서울ST#1,127.9,2025-04-27,0:00,2025-04-28,0:00,서울,서울특별시 마포구
LNG,서울ST#1,127.9,2025-05-31,0:00,2025-06-02,0:00,서울,서울특별시 마포구
LNG,서울ST#1,127.9,2025-07-04,0:00,2025-07-07,0:00,서울,서울특별시 마포구
LNG,서울ST#1,127.9,2025-08-02,0:00,2025-08-03,0:00,서울,서울특별시 마포구
LNG,서울ST#1,127.9,2025-09-26,0:00,2025-09-30,0:00,서울,서울특별시 마포구
LNG,서울ST#1,127.9,2025-10-18,6:00,2025-10-19,0:00,서울,서울특별시 마포구
LNG,서울ST#1,127.9,2025-11-22,0:00,2025-11-24,0:00,서울,서울특별시 마포구
LNG,서울ST#1,127.9,2025-12-06,0:00,2025-12-09,0:00,서울,서울특별시 마포구
LNG,서울ST#2,127.9,2025-01-11,12:00,2025-01-13,6:00,서울,서울특별시 마포구
LNG,서울ST#2,127.9,2025-03-03,0:00,2025-07-08,0:00,서울,서울특별시 마포구
LNG,서울ST#2,127.9,2025-08-09,0:00,2025-08-11,0:00,서울,서울특별시 마포구
LNG,서울ST#2,127.9,2025-09-20,0:00,2025-09-21,0:00,서울,서울특별시 마포구
LNG,서울ST#2,127.9,2025-09-27,0:00,2025-09-29,0:00,서울,서울특별시 마포구
LNG,서울ST#2,127.9,2025-11-22,0:00,2025-11-24,0:00,서울,서울특별시 마포구
LNG,서울ST#2,127.9,2025-11-29,0:00,2025-12-02,0:00,서울,서울특별시 마포구
LNG,서인천GT#1,150.0,2025-03-31,0:00,2025-06-27,0:00,인천,인천광역시 서구
LNG,서인천GT#1,150.0,2025-10-29,0:00,2025-11-11,0:00,인천,인천광역시 서구
LNG,서인천GT#2,150.0,2025-05-30,0:00,2025-06-02,0:00,인천,인천광역시 서구
LNG,서인천GT#2,150.0,2025-09-29,0:00,2025-12-30,0:00,인천,인천광역시 서구
LNG,서인천GT#3,150.0,2025-06-06,0:00,2025-06-09,0:00,인천,인천광역시 서구
LNG,서인천GT#3,150.0,2025-09-08,0:00,2025-12-09,0:00,인천,인천광역시 서구
LNG,서인천GT#4,150.0,2025-03-04,0:00,2025-06-12,0:00,인천,인천광역시 서구
LNG,서인천GT#4,150.0,2025-10-29,0:00,2025-11-11,0:00,인천,인천광역시 서구
LNG,서인천GT#5,150.0,2025-03-24,0:00,2025-04-06,0:00,인천,인천광역시 서구
LNG,서인천GT#5,150.0,2025-11-21,0:00,2025-12-02,0:00,인천,인천광역시 서구
LNG,서인천GT#6,150.0,2025-06-06,0:00,2025-06-09,0:00,인천,인천광역시 서구
LNG,서인천GT#6,150.0,2025-11-21,0:00,2025-12-02,0:00,인천,인천광역시 서구
LNG,서인천GT#6,150.0,2025-12-05,0:00,2025-12-06,0:00,인천,인천광역시 서구
LNG,서인천GT#7,150.0,2025-01-18,0:00,2025-01-20,0:00,인천,인천광역시 서구
LNG,서인천GT#7,150.0,2025-05-26,0:00,2025-06-20,0:00,인천,인천광역시 서구
LNG,서인천GT#7,150.0,2025-11-21,0:00,2025-12-02,0:00,인천,인천광역시 서구
LNG,서인천GT#7,150.0,2025-12-18,0:00,2025-12-28,0:00,인천,인천광역시 서구
LNG,서인천GT#8,150.0,2024-10-21,0:00,2025-01-15,0:00,인천,인천광역시 서구
LNG,서인천GT#8,150.0,2025-02-22,0:00,2025-02-25,0:00,인천,인천광역시 서구
LNG,서인천GT#8,150.0,2025-07-11,0:00,2025-07-14,0:00,인천,인천광역시 서구
LNG,서인천GT#8,150.0,2025-08-24,5:00,2025-08-25,0:00,인천,인천광역시 서구
LNG,서인천GT#8,150.0,2025-10-13,0:00,2025-10-18,0:00,인천,인천광역시 서구
LNG,서인천GT#8,150.0,2025-11-21,0:00,2025-12-02,0:00,인천,인천광역시 서구
LNG,서인천ST#1,75.0,2025-03-31,0:00,2025-06-27,0:00,인천,인천광역시 서구
LNG,서인천ST#1,75.0,2025-10-29,0:00,2025-11-11,0:00,인천,인천광역시 서구
LNG,서인천ST#2,75.0,2025-05-30,0:00,2025-06-02,0:00,인천,인천광역시 서구
LNG,서인천ST#2,75.0,2025-09-29,0:00,2025-12-30,0:00,인천,인천광역시 서구
LNG,서인천ST#3,75.0,2025-06-06,0:00,2025-06-09,0:00,인천,인천광역시 서구
LNG,서인천ST#3,75.0,2025-09-08,0:00,2025-12-09,0:00,인천,인천광역시 서구
LNG,서인천ST#4,75.0,2025-03-04,0:00,2025-06-12,0:00,인천,인천광역시 서구
LNG,서인천ST#4,75.0,2025-10-29,0:00,2025-11-11,0:00,인천,인천광역시 서구
LNG,서인천ST#5,75.0,2025-03-24,0:00,2025-04-06,0:00,인천,인천광역시 서구
LNG,서인천ST#5,75.0,2025-11-21,0:00,2025-12-02,0:00,인천,인천광역시 서구
LNG,서인천ST#6,75.0,2025-06-06,0:00,2025-06-09,0:00,인천,인천광역시 서구
LNG,서인천ST#6,75.0,2025-11-21,0:00,2025-12-02,0:00,인천,인천광역시 서구
LNG,서인천ST#6,75.0,2025-12-05,0:00,2025-12-06,0:00,인천,인천광역시 서구
LNG,서인천ST#7,75.0,2025-01-18,0:00,2025-01-20,0:00,인천,인천광역시 서구
LNG,서인천ST#7,75.0,2025-05-26,0:00,2025-06-20,0:00,인천,인천광역시 서구
LNG,서인천ST#7,75.0,2025-11-21,0:00,2025-12-02,0:00,인천,인천광역시 서구
LNG,서인천ST#7,75.0,2025-12-18,0:00,2025-12-28,0:00,인천,인천광역시 서구
LNG,서인천ST#8,75.0,2024-10-21,0:00,2025-01-15,0:00,인천,인천광역시 서구
LNG,서인천ST#8,75.0,2025-02-22,0:00,2025-02-25,0:00,인천,인천광역시 서구
LNG,서인천ST#8,75.0,2025-07-11,0:00,2025-07-14,0:00,인천,인천광역시 서구
LNG,서인천ST#8,75.0,2025-08-24,5:00,2025-08-25,0:00,인천,인천광역시 서구
LNG,서인천ST#8,75.0,2025-10-13,0:00,2025-10-18,0:00,인천,인천광역시 서구
LNG,서인천ST#8,75.0,2025-11-21,0:00,2025-12-02,0:00,인천,인천광역시 서구
LNG,세종GT#1,167.1,2025-01-11,0:00,2025-01-13,0:00,세종,세종특별자치시 세종특별자치시
LNG,세종GT#1,167.1,2025-03-17,0:00,2025-04-12,0:00,세종,세종특별자치시 세종특별자치시
LNG,세종GT#1,167.1,2025-05-24,0:00,2025-06-16,0:00,세종,세종특별자치시 세종특별자치시
LNG,세종GT#1,167.1,2025-09-13,0:00,2025-09-15,0:00,세종,세종특별자치시 세종특별자치시
LNG,세종GT#1,167.1,2025-11-17,0:00,2025-11-22,0:00,세종,세종특별자치시 세종특별자치시
LNG,세종GT#2,167.1,2025-01-11,0:00,2025-01-13,0:00,세종,세종특별자치시 세종특별자치시
LNG,세종GT#2,167.1,2025-03-17,0:00,2025-04-12,0:00,세종,세종특별자치시 세종특별자치시
LNG,세종GT#2,167.1,2025-05-24,0:00,2025-06-16,0:00,세종,세종특별자치시 세종특별자치시
LNG,세종GT#2,167.1,2025-09-13,0:00,2025-09-15,0:00,세종,세종특별자치시 세종특별자치시
LNG,세종GT#2,167.1,2025-10-13,0:00,2026-01-24,0:00,세종,세종특별자치시 세종특별자치시
LNG,세종ST#1,196.2,2025-01-11,0:00,2025-01-13,0:00,세종,세종특별자치시 세종특별자치시
LNG,세종ST#1,196.2,2025-03-17,0:00,2025-04-12,0:00,세종,세종특별자치시 세종특별자치시
LNG,세종ST#1,196.2,2025-05-24,0:00,2025-06-16,0:00,세종,세종특별자치시 세종특별자치시
LNG,세종ST#1,196.2,2025-11-17,0:00,2025-11-22,0:00,세종,세종특별자치시 세종특별자치시
수력,소양강#1,100.0,2025-03-24,0:00,2025-04-22,18:00,강원,강원도 춘천시
수력,소양강#1,100.0,2025-05-12,11:00,2025-05-12,14:00,강원,강원도 춘천시
수력,소양강#1,100.0,2025-05-13,11:00,2025-05-13,14:00,강원,강원도 춘천시
수력,소양강#1,100.0,2025-05-14,11:00,2025-05-14,14:00,강원,강원도 춘천시
수력,소양강#1,100.0,2025-05-15,11:00,2025-05-15,14:00,강원,강원도 춘천시
수력,소양강#1,100.0,2025-05-16,11:00,2025-05-16,14:00,강원,강원도 춘천시
수력,소양강#1,100.0,2025-06-12,10:00,2025-06-12,16:00,강원,강원도 춘천시
수력,소양강#1,100.0,2025-10-16,9:00,2025-10-16,18:00,강원,강원도 춘천시
수력,소양강#1,100.0,2025-11-11,13:00,2025-11-11,18:00,강원,강원도 춘천시
수력,소양강#1,100.0,2025-11-12,9:00,2025-11-12,18:00,강원,강원도 춘천시
수력,소양강#1,100.0,2025-12-09,9:00,2025-12-09,12:00,강원,강원도 춘천시
수력,소양강#2,100.0,2025-01-15,9:00,2025-01-15,18:00,강원,강원도 춘천시
수력,소양강#2,100.0,2025-03-27,9:00,2025-03-27,18:00,강원,강원도 춘천시
수력,소양강#2,100.0,2025-03-28,9:00,2025-03-28,14:00,강원,강원도 춘천시
수력,소양강#2,100.0,2025-05-12,11:00,2025-05-12,14:00,강원,강원도 춘천시
수력,소양강#2,100.0,2025-05-13,11:00,2025-05-13,14:00,강원,강원도 춘천시
수력,소양강#2,100.0,2025-05-14,11:00,2025-05-14,14:00,강원,강원도 춘천시
수력,소양강#2,100.0,2025-05-15,11:00,2025-05-15,14:00,강원,강원도 춘천시
수력,소양강#2,100.0,2025-05-16,11:00,2025-05-16,14:00,강원,강원도 춘천시
수력,소양강#2,100.0,2025-06-11,9:00,2025-06-11,16:00,강원,강원도 춘천시
수력,소양강#2,100.0,2025-07-22,10:00,2025-07-22,15:00,강원,강원도 춘천시
수력,소양강#2,100.0,2025-10-16,9:00,2025-10-16,18:00,강원,강원도 춘천시
수력,소양강#2,100.0,2025-11-10,9:00,2025-11-14,18:00,강원,강원도 춘천시
수력,소양강#2,100.0,2025-11-24,9:00,2025-11-24,18:00,강원,강원도 춘천시
LNG,송도GT#1,84.8,2025-04-18,0:00,2025-05-12,0:00,인천,인천광역시 송도구(인천광역시)
LNG,송도GT#1,84.8,2025-05-25,0:00,2025-05-25,12:00,인천,인천광역시 송도구(인천광역시)
LNG,송도GT#1,84.8,2025-06-14,0:00,2025-06-15,18:00,인천,인천광역시 송도구(인천광역시)
LNG,송도GT#1,84.8,2025-07-19,9:00,2025-07-19,15:00,인천,인천광역시 송도구(인천광역시)
LNG,송도GT#1,84.8,2025-08-09,6:00,2025-08-10,21:00,인천,인천광역시 송도구(인천광역시)
LNG,송도GT#1,84.8,2025-10-15,0:00,2025-10-21,17:00,인천,인천광역시 송도구(인천광역시)
LNG,송도GT#1,84.8,2025-11-23,7:00,2025-11-23,14:00,인천,인천광역시 송도구(인천광역시)
LNG,송도GT#2,84.8,2025-05-03,0:00,2025-05-31,18:00,인천,인천광역시 송도구(인천광역시)
LNG,송도GT#2,84.8,2025-08-15,6:00,2025-08-15,17:00,인천,인천광역시 송도구(인천광역시)
LNG,송도GT#2,84.8,2025-09-22,6:00,2025-10-24,17:00,인천,인천광역시 송도구(인천광역시)
LNG,송도GT#2,84.8,2025-11-22,7:00,2025-11-22,14:00,인천,인천광역시 송도구(인천광역시)
LNG,송도GT#2,84.8,2025-12-14,9:00,2025-12-14,14:00,인천,인천광역시 송도구(인천광역시)
LNG,송도ST#1,52.4,2025-04-18,0:00,2025-05-31,18:00,인천,인천광역시 송도구(인천광역시)
LNG,송도ST#1,52.4,2025-10-15,0:00,2025-10-21,17:00,인천,인천광역시 송도구(인천광역시)
LNG,수완GT#1,40.0,2025-05-27,0:00,2025-05-29,18:00,광주,광주광역시 광산구
LNG,수완GT#1,40.0,2025-09-16,3:00,2025-09-18,12:00,광주,광주광역시 광산구
LNG,수완GT#1,40.0,2025-10-19,0:00,2025-10-24,18:00,광주,광주광역시 광산구
LNG,수완GT#2,40.0,2025-05-28,0:00,2025-06-01,18:00,광주,광주광역시 광산구
LNG,수완GT#2,40.0,2025-09-17,3:00,2025-09-18,18:00,광주,광주광역시 광산구
LNG,수완GT#2,40.0,2025-10-12,0:00,2025-10-17,18:00,광주,광주광역시 광산구
LNG,수완ST#1,35.2,2025-05-28,0:00,2025-05-29,18:00,광주,광주광역시 광산구
LNG,수완ST#1,35.2,2025-09-17,3:00,2025-09-18,12:00,광주,광주광역시 광산구
LNG,수완ST#1,35.2,2025-10-09,15:00,2025-10-15,18:00,광주,광주광역시 광산구
중유,수원열병합,38.9,2025-03-24,0:00,2025-11-22,0:00,경기,경기도 수원시
Nuclear,신고리#1,1000.0,2025-08-27,0:00,2025-10-22,23:59,부산,부산광역시 기장군(부산광역시)
Nuclear,신고리#2,1000.0,2025-10-25,0:00,2025-12-10,23:59,부산,부산광역시 기장군(부산광역시)
Coal,신보령#1,1019.0,2025-03-07,0:00,2025-06-09,0:00,충남,충청남도 보령시
Coal,신보령#1,1019.0,2025-11-04,0:00,2025-11-06,14:00,충남,충청남도 보령시
Coal,신보령#2,1019.0,2025-04-11,0:00,2025-04-22,0:00,충남,충청남도 보령시
Coal,신보령#2,1019.0,2025-06-02,0:00,2025-06-09,0:00,충남,충청남도 보령시
Coal,신보령#2,1019.0,2025-09-28,0:00,2025-10-16,0:00,충남,충청남도 보령시
Coal,신보령#2,1019.0,2025-11-15,0:00,2025-11-18,0:00,충남,충청남도 보령시
Coal,신서천#1,1018.0,2025-01-24,0:00,2025-02-01,0:00,충남,충청남도 서천군
Coal,신서천#1,1018.0,2025-04-07,0:00,2025-04-18,0:00,충남,충청남도 서천군
Coal,신서천#1,1018.0,2025-12-07,14:00,2025-12-08,14:00,충남,충청남도 서천군
Coal,신서천#1,1018.0,2025-12-13,0:00,2025-12-14,18:00,충남,충청남도 서천군
Coal,신서천#1,1018.0,2025-12-20,0:00,2025-12-21,18:00,충남,충청남도 서천군
LNG,신세종GT#1,395.4,2025-01-17,0:00,2025-01-20,0:00,세종,세종특별자치시 세종특별자치시
LNG,신세종GT#1,395.4,2025-03-08,0:00,2025-03-10,12:00,세종,세종특별자치시 세종특별자치시
LNG,신세종GT#1,395.4,2025-04-13,8:00,2025-04-13,20:00,세종,세종특별자치시 세종특별자치시
LNG,신세종GT#1,395.4,2025-04-16,0:00,2025-04-21,0:00,세종,세종특별자치시 세종특별자치시
LNG,신세종GT#1,395.4,2025-05-10,0:00,2025-05-12,0:00,세종,세종특별자치시 세종특별자치시
LNG,신세종GT#1,395.4,2025-05-14,0:00,2025-05-20,15:00,세종,세종특별자치시 세종특별자치시
